"time_GRACE" "GRACE_GIA_hydro" "err_plot"
"1" 2002.29 0 13.5629859743131
"2" 2002.37 -5.09258427996832 10.0427790604507
"3" NA NA NA
"4" 2002.62 -3.96941865495965 7.13698281184405
"5" 2002.7 -17.3216815735131 8.98713873694246
"6" 2002.79 -5.50304194280684 5.69091838643938
"7" 2002.87 -5.66514562716288 6.17400382002747
"8" 2002.95 -12.543011537658 6.80767114443935
"9" 2003.04 1.97310571709658 9.30146866274092
"10" 2003.12 -6.85859002800629 6.61594194370832
"11" 2003.2 -14.6214009060693 5.34017470041322
"12" 2003.29 -8.82373588682288 4.8632784145055
"13" 2003.37 -12.9423019094283 6.01709178791955
"14" NA NA NA
"15" 2003.54 -9.3553970068156 4.33248493986641
"16" 2003.62 -3.78958855340879 4.43180074371678
"17" 2003.7 -8.75799191588164 4.39336581176972
"18" 2003.79 -3.00993453266466 4.32685405101252
"19" 2003.87 -4.8198532004265 4.56061736730758
"20" 2003.95 -7.48343787835774 4.31390922649428
"21" 2004.04 -1.73405609467381 6.59905827433666
"22" 2004.12 -1.797486065756 4.72570310633735
"23" 2004.2 -1.71238440930023 4.24826298055887
"24" 2004.29 -3.4975132563644 4.47719852024699
"25" 2004.37 -3.19335106219962 4.98730750486047
"26" 2004.45 -3.54583937953092 4.35624159186754
"27" 2004.54 -2.73016043699261 4.24690819775376
"28" 2004.62 -11.3329170666419 4.56665363595733
"29" 2004.7 -7.555806653158 4.64272481125767
"30" 2004.79 -8.89675528593995 4.30134802945669
"31" 2004.87 -14.4311006578616 4.69040174680176
"32" 2004.95 -18.9923852658097 4.77091657491813
"33" 2005.04 -10.7544306113784 4.39733328294005
"34" 2005.12 -13.9405279379011 5.05334807468669
"35" 2005.2 -4.78005946536876 5.25944614366987
"36" 2005.29 1.46053865075718 5.16356452733002
"37" 2005.37 -6.22459729508751 5.50162954360846
"38" 2005.45 -3.91051580074512 5.73980459315112
"39" 2005.54 -10.385756102623 5.12613937135636
"40" 2005.62 -18.6526252751474 4.98934208132452
"41" 2005.7 -20.1601598062693 5.09009416374967
"42" 2005.79 -11.301917773303 4.8587433070346
"43" 2005.87 -0.0433323659804936 5.13767853648429
