"time_GRACE" "GRACE_GIA_hydro" "err_plot"
"1" 2002.29 0 34.6793398124928
"2" 2002.37 -9.80544203568507 24.968392665446
"3" NA NA NA
"4" 2002.62 -23.3906066538404 17.6764904335037
"5" 2002.7 -46.7807916700208 22.4787650351996
"6" 2002.79 -30.9776686423688 14.1585342155474
"7" 2002.87 -26.8183398598009 15.2364091296211
"8" 2002.95 -15.0373748527831 16.7968507995974
"9" 2003.04 -7.86521111626481 23.3791236280948
"10" 2003.12 -8.02075050523408 16.4996921709229
"11" 2003.2 -16.0363101837184 13.2039516585442
"12" 2003.29 -23.6105016401904 12.0290588407507
"13" 2003.37 -21.025699954193 14.9164128290635
"14" NA NA NA
"15" 2003.54 -29.48406958059 10.6772912817621
"16" 2003.62 -32.8059818592073 10.9464576945223
"17" 2003.7 -49.9234050292097 10.8272760487017
"18" 2003.79 -39.6506050303812 10.6577293558466
"19" 2003.87 -10.6956913906981 11.2777550603193
"20" 2003.95 -26.032343002004 10.6384951030598
"21" 2004.04 -15.7475660823225 16.3539355728813
"22" 2004.12 -20.5499106992029 11.6722083713257
"23" 2004.2 -13.834833102604 10.4674582839077
"24" 2004.29 -18.8852697999374 11.0451115551798
"25" 2004.37 -16.2633648231925 12.30858058156
"26" 2004.45 -35.2787292186599 10.7178855030362
"27" 2004.54 -45.0112287225644 10.4562538264283
"28" 2004.62 -69.8664426863991 11.2321687078566
"29" 2004.7 -80.3144426863997 11.4315682356796
"30" 2004.79 -77.9015319995157 10.5902721464522
"31" 2004.87 -86.1487529691071 11.5323144405635
"32" 2004.95 -86.2954774139087 11.7640498363301
"33" 2005.04 -56.0914249182156 10.8259851248844
"34" 2005.12 -56.7734582242185 12.4426335705852
"35" 2005.2 -51.6825068322295 12.9331060518935
"36" 2005.29 -48.9269768311835 12.6780244387977
"37" 2005.37 -55.7016790407987 13.5040823123991
"38" 2005.45 -57.3204322118236 14.0988780133618
"39" 2005.54 -65.8745831780975 12.5820793617921
"40" 2005.62 -92.576650946437 12.2653161326931
"41" 2005.7 -98.72991274451 12.5077761623365
"42" 2005.79 -82.5589727039452 11.9281906924732
"43" 2005.87 -63.1640000862177 12.6348884896511
"44" 2005.95 -51.965493899838 17.739104055793
"45" 2006.04 -42.842532424962 14.2360787403419
"46" 2006.12 -60.6683500444059 13.6142298122775
"47" 2006.2 -67.6714616583906 12.3304453592817
"48" 2006.29 -47.8614369071802 12.2529465421256
"49" 2006.37 -55.8489544689713 11.5694944591265
"50" 2006.45 -64.5255197689116 13.4865438918599
"51" 2006.54 -64.8731316733504 13.1465709760403
"52" 2006.62 -87.0776346253552 11.0561561692253
"53" 2006.7 -92.0716619806411 12.9341628766879
