index,year,mass_balance_sept_to_sept_Gt
1,2003.0,-8.909450391796984
2,2004.0,4.171978507399512
3,2005.0,-15.516217905979016
4,2006.0,1.3687527976673728
5,2007.0,-3.115726101082572
6,2008.0,-1.6986873556423951
7,2009.0,1.9036053084374025
8,2010.0,0.24680189039585088
9,2011.0,-0.12921245276884008
10,2012.0,-10.626356347980447
11,2013.0,11.009822108160193
12,2014.0,-9.120021841882675
13,2015.0,9.592793753077569
14,2016.0,22.597287904669415
15,2017.0,9.881416375784408
16,2018.0,1.7468007621496913
17,2019.0,-16.66011834351
18,2020.0,-1.6375447527043008
19,2021.0,-7.070564554594352
