time,year,month,day,mb,dmdt,time
2002-01-15,2002.0,1.0,15.0,7.172163736518291,5.74146408433559,2002-01-15
2002-02-15,2002.0,2.0,15.0,0.7352160043803293,-6.436947732137962,2002-02-15
2002-03-15,2002.0,3.0,15.0,-3.3411215026263914,-4.076337507006721,2002-03-15
2002-04-15,2002.0,4.0,15.0,0.022709162750460976,3.3638306653768524,2002-04-15
2002-05-15,2002.0,5.0,15.0,-9.78273287293461,-9.80544203568507,2002-05-15
2002-06-15,2002.0,6.0,15.0,-16.21522192953749,-6.43248905660288,2002-06-15
2002-07-15,2002.0,7.0,15.0,-27.411941573328946,-11.196719643791457,2002-07-15
2002-08-15,2002.0,8.0,15.0,-44.05378922950007,-16.641847656171123,2002-08-15
2002-09-15,2002.0,9.0,15.0,-67.44397424568047,-23.390185016180396,2002-09-15
2002-10-15,2002.0,10.0,15.0,-51.64085121802847,15.803123027651996,2002-10-15
2002-11-15,2002.0,11.0,15.0,-47.481522435460576,4.159328782567901,2002-11-15
2002-12-15,2002.0,12.0,15.0,-35.70055742844278,11.7809650070178,2002-12-15
2003-01-15,2003.0,1.0,15.0,-25.415780508761276,10.284776919681502,2003-01-15
2003-02-15,2003.0,2.0,15.0,-25.571319897730547,-0.15553938896927022,2003-02-15
2003-03-15,2003.0,3.0,15.0,-33.58687957621487,-8.015559678484319,2003-03-15
2003-04-15,2003.0,4.0,15.0,-41.16107103268687,-7.5741914564720005,2003-04-15
2003-05-15,2003.0,5.0,15.0,-38.57626934668947,2.584801685997398,2003-05-15
2003-06-15,2003.0,6.0,15.0,-45.008758403292354,-6.43248905660288,2003-06-15
2003-07-15,2003.0,7.0,15.0,-56.205478047083815,-11.196719643791457,2003-07-15
2003-08-15,2003.0,8.0,15.0,-59.52739032570112,-3.321912278617301,2003-08-15
2003-09-15,2003.0,9.0,15.0,-76.64481349570352,-17.117423170002397,2003-09-15
2003-10-15,2003.0,10.0,15.0,-66.37201349687501,10.272799998828496,2003-10-15
2003-11-15,2003.0,11.0,15.0,-37.417099857191914,28.9549136396831,2003-11-15
2003-12-15,2003.0,12.0,15.0,-52.75375146849782,-15.336651611305902,2003-12-15
2004-01-15,2004.0,1.0,15.0,-22.54969897280472,30.204052495693098,2004-01-15
2004-02-15,2004.0,2.0,15.0,-27.35204358968512,-4.802344616880401,2004-02-15
2004-03-15,2004.0,3.0,15.0,-20.63696599308622,6.715077596598901,2004-03-15
2004-04-15,2004.0,4.0,15.0,-25.687402690419624,-5.050436697333401,2004-04-15
2004-05-15,2004.0,5.0,15.0,-23.065497713674723,2.6219049767449008,2004-05-15
2004-06-15,2004.0,6.0,15.0,-42.08086210914212,-19.015364395467397,2004-06-15
2004-07-15,2004.0,7.0,15.0,-51.81336161304662,-9.7324995039045,2004-07-15
2004-08-15,2004.0,8.0,15.0,-76.66857557688132,-24.8552139638347,2004-08-15
2004-09-15,2004.0,9.0,15.0,-87.11657557688193,-10.448000000000604,2004-09-15
2004-10-15,2004.0,10.0,15.0,-84.70366488999792,2.412910686884004,2004-10-15
2004-11-15,2004.0,11.0,15.0,-92.95088585958932,-8.247220969591396,2004-11-15
2004-12-15,2004.0,12.0,15.0,-93.09761030439093,-0.14672444480160607,2004-12-15
2005-01-15,2005.0,1.0,15.0,-83.97464882951493,9.122961474876,2005-01-15
2005-02-15,2005.0,2.0,15.0,-84.65668213551783,-0.6820333060029,2005-02-15
2005-03-15,2005.0,3.0,15.0,-79.56573074352883,5.090951391989002,2005-03-15
2005-04-15,2005.0,4.0,15.0,-76.81020074248283,2.7555300010459973,2005-04-15
2005-05-15,2005.0,5.0,15.0,-83.58490295209803,-6.774702209615199,2005-05-15
2005-06-15,2005.0,6.0,15.0,-85.20365612312293,-1.618753171024899,2005-06-15
2005-07-15,2005.0,7.0,15.0,-93.75780708939682,-8.554150966273895,2005-07-15
2005-08-15,2005.0,8.0,15.0,-120.45987485773632,-26.702067768339504,2005-08-15
2005-09-15,2005.0,9.0,15.0,-126.61313665580933,-6.153261798073004,2005-09-15
2005-10-15,2005.0,10.0,15.0,-110.44219661524453,16.1709400405648,2005-10-15
2005-11-15,2005.0,11.0,15.0,-91.04722399751702,19.394972617727504,2005-11-15
2005-12-15,2005.0,12.0,15.0,-79.84871781113733,11.198506186379696,2005-12-15
2006-01-15,2006.0,1.0,15.0,-74.68255046632393,5.16616734481341,2006-01-15
2006-02-15,2006.0,2.0,15.0,-92.50836808576783,-17.825817619443896,2006-02-15
2006-03-15,2006.0,3.0,15.0,-99.51147969975253,-7.0031116139847,2006-03-15
2006-04-15,2006.0,4.0,15.0,-79.70145494854214,19.8100247512104,2006-04-15
2006-05-15,2006.0,5.0,15.0,-87.68897251033323,-7.987517561791101,2006-05-15
2006-06-15,2006.0,6.0,15.0,-96.36553781027352,-8.676565299940293,2006-06-15
