time,year,month,day,mb,dmdt,time,jt
2020-07-15,2020.0,7.0,15.0,-672.3153679329703,-36.389524268916944,2020-07-15,2020.5382513661202
2020-08-15,2020.0,8.0,15.0,-705.8169663912499,-33.50159845827961,2020-08-15,2020.622950819672
2020-09-15,2020.0,9.0,15.0,-739.7186638221889,-33.901697430938945,2020-09-15,2020.707650273224
2020-10-15,2020.0,10.0,15.0,-739.1103566126728,0.6083072095159991,2020-10-15,2020.7896174863388
2020-11-15,2020.0,11.0,15.0,-752.7305304099198,-13.620173797246936,2020-11-15,2020.8743169398906
2020-12-15,2020.0,12.0,15.0,-747.9537971354719,4.776733274447963,2020-12-15,2020.9562841530055
2021-01-15,2021.0,1.0,15.0,-733.0679076962404,14.885889439231462,2021-01-15,2021.0409836065573
2021-02-15,2021.0,2.0,15.0,-686.3672845056263,46.70062319061401,2021-02-15,2021.1256830601094
2021-03-15,2021.0,3.0,15.0,-701.9661787079523,-15.598894202325992,2021-03-15,2021.2021857923498
2021-04-15,2021.0,4.0,15.0,-717.4296736512513,-15.463494943298995,2021-04-15,2021.2868852459017
2021-05-15,2021.0,5.0,15.0,-705.4464038501624,11.983269801088966,2021-05-15,2021.3688524590164
2021-06-15,2021.0,6.0,15.0,-703.2295029311874,2.216900918975,2021-06-15,2021.4535519125684
2021-07-15,2021.0,7.0,15.0,-707.5048664373764,-4.275363506188967,2021-07-15,2021.535519125683
2021-08-15,2021.0,8.0,15.0,-708.5625336652895,-1.0576672279130437,2021-08-15,2021.620218579235
2021-09-15,2021.0,9.0,15.0,-733.7483835006934,-25.18584983540393,2021-09-15,2021.704918032787
2021-10-15,2021.0,10.0,15.0,-744.1193841226544,-10.371000621961002,2021-10-15,2021.7868852459017
2021-11-15,2021.0,11.0,15.0,-739.9767201605998,4.142663962054655,2021-11-15,2021.8715846994535
2021-12-15,2021.0,12.0,15.0,-735.1999868861519,4.776733274447963,2021-12-15,2021.9535519125684
