time,dec_year,mb,err,year,month,day,time,jt
2006-01-14,2006.04,-23.3913120860308,14.7674385968004,2006,1,14,2006-01-14,2006.0382513661202
2006-02-13,2006.12,-16.2136147853408,14.3735031344893,2006,2,13,2006-02-13,2006.120218579235
2006-03-12,2006.2,-13.3458815224097,13.100011942609,2006,3,12,2006-03-12,2006.1939890710382
2006-04-14,2006.29,-15.9847553545981,13.0981189383089,2006,4,14,2006-04-14,2006.2841530054645
2006-05-13,2006.37,-14.6036042829533,12.3985170474502,2006,5,13,2006-05-13,2006.363387978142
2006-06-12,2006.45,-9.70930977798483,14.5412719785478,2006,6,12,2006-06-12,2006.4453551912568
2006-07-14,2006.54,-25.6029155139614,14.3097442964464,2006,7,14,2006-07-14,2006.532786885246
2006-08-13,2006.62,-47.2454738048574,11.91768005116,2006,8,13,2006-08-13,2006.6147540983607
2006-09-12,2006.7,-62.9226748227515,13.925672966255,2006,9,12,2006-09-12,2006.6967213114754
2006-10-14,2006.79,-57.589943700434,12.4197863844928,2006,10,14,2006-10-14,2006.7841530054645
2006-11-13,2006.87,-38.5407767191146,11.9429538452477,2006,11,13,2006-11-13,2006.8661202185792
2006-12-12,2006.95,-55.8412026429447,13.3979863241095,2006,12,12,2006-12-12,2006.9453551912568
2007-01-14,2007.04,-48.3566591131626,13.9044551925966,2007,1,14,2007-01-14,2007.0382513661202
2007-02-13,2007.12,-50.7034229255339,13.1820702429225,2007,2,13,2007-02-13,2007.120218579235
2007-03-12,2007.2,-57.7219191818551,12.202044827478,2007,3,12,2007-03-12,2007.1939890710382
2007-04-14,2007.29,-32.7798963038467,12.391898576502,2007,4,14,2007-04-14,2007.2841530054645
2007-05-13,2007.37,-34.5518688876094,12.1135619637049,2007,5,13,2007-05-13,2007.363387978142
2007-06-12,2007.45,-37.0139055825914,12.2525569633056,2007,6,12,2007-06-12,2007.4453551912568
2007-07-14,2007.54,-54.4892276572117,12.1060634779773,2007,7,14,2007-07-14,2007.532786885246
2007-08-13,2007.62,-126.117583818238,13.7089340106125,2007,8,13,2007-08-13,2007.6147540983607
2007-09-12,2007.7,-136.79422644034,14.5205708234469,2007,9,12,2007-09-12,2007.6967213114754
2007-10-14,2007.79,-136.734849656602,14.6935130137453,2007,10,14,2007-10-14,2007.7841530054645
2007-11-13,2007.87,-114.546957283586,15.4958675680564,2007,11,13,2007-11-13,2007.8661202185792
2007-12-12,2007.95,-103.212854570319,14.0381789285182,2007,12,12,2007-12-12,2007.9453551912568
2008-01-14,2008.04,-96.954572942305,13.2549189087613,2008,1,14,2008-01-14,2008.0382513661202
2008-02-13,2008.12,-110.794431706857,15.564290855537,2008,2,13,2008-02-13,2008.120218579235
2008-03-12,2008.2,-90.1119134597,13.54057075845,2008,3,12,2008-03-12,2008.1967213114754
2008-04-14,2008.29,-91.6158470372682,14.9641734461432,2008,4,14,2008-04-14,2008.2868852459017
2008-05-13,2008.37,-84.6725587493167,13.905076378545,2008,5,13,2008-05-13,2008.3661202185792
2008-06-12,2008.45,-99.4463128378662,12.0643854963765,2008,6,12,2008-06-12,2008.448087431694
2008-07-14,2008.54,-151.902212900098,13.1842517282822,2008,7,14,2008-07-14,2008.535519125683
2008-08-13,2008.62,-175.339763653968,12.2604225167317,2008,8,13,2008-08-13,2008.6174863387978
2008-09-12,2008.7,-175.970246800659,12.9505844839196,2008,9,12,2008-09-12,2008.6994535519125
2008-10-14,2008.79,-167.783835025217,12.4724974165623,2008,10,14,2008-10-14,2008.7868852459017
2008-11-13,2008.87,-155.011075911977,14.6763372082491,2008,11,13,2008-11-13,2008.8688524590164
2008-12-12,2008.95,-160.037004768063,14.2978890208968,2008,12,12,2008-12-12,2008.948087431694
2009-01-14,2009.04,-146.032420773987,14.0177214276929,2009,1,14,2009-01-14,2009.0382513661202
2009-02-13,2009.12,-140.718438411541,14.9962747773369,2009,2,13,2009-02-13,2009.120218579235
2009-03-12,2009.2,-150.272510230527,14.8850232621797,2009,3,12,2009-03-12,2009.1939890710382
2009-04-14,2009.29,-142.978040395368,12.0409062387091,2009,4,14,2009-04-14,2009.2841530054645
2009-05-13,2009.37,-145.397687357151,11.7492300007442,2009,5,13,2009-05-13,2009.363387978142
2009-06-12,2009.45,-150.459836918918,12.6964305864712,2009,6,12,2009-06-12,2009.4453551912568
2009-07-14,2009.54,-178.65544153727,15.2278076107392,2009,7,14,2009-07-14,2009.532786885246
2009-08-13,2009.62,-216.256706592318,14.5065107349586,2009,8,13,2009-08-13,2009.6147540983607
2009-09-12,2009.7,-223.483100111414,14.392186800547,2009,9,12,2009-09-12,2009.6967213114754
2009-10-14,2009.79,-221.369881509195,15.3106369584186,2009,10,14,2009-10-14,2009.7841530054645
2009-11-13,2009.87,-220.631881357003,14.8433017642773,2009,11,13,2009-11-13,2009.8661202185792
2009-12-12,2009.95,-205.070229403286,14.9389117549092,2009,12,12,2009-12-12,2009.9453551912568
2010-01-14,2010.04,-193.761555059676,15.0259833905522,2010,1,14,2010-01-14,2010.0382513661202
2010-02-13,2010.12,-185.52758257106,15.1494899236871,2010,2,13,2010-02-13,2010.120218579235
2010-03-12,2010.2,-188.509397934952,15.3081885537231,2010,3,12,2010-03-12,2010.1939890710382
2010-04-14,2010.29,-182.265558584545,15.0733083174165,2010,4,14,2010-04-14,2010.2841530054645
2010-05-13,2010.37,-180.469628895865,14.7889762435246,2010,5,13,2010-05-13,2010.363387978142
2010-06-12,2010.45,-180.367610034528,16.3193056400446,2010,6,12,2010-06-12,2010.4453551912568
2010-07-14,2010.54,-237.299602782045,12.4473395851425,2010,7,14,2010-07-14,2010.532786885246
2010-08-13,2010.62,-248.187846619759,11.0441906057104,2010,8,13,2010-08-13,2010.6147540983607
2010-09-12,2010.7,-260.615814032591,11.4045171751588,2010,9,12,2010-09-12,2010.6967213114754
2010-10-14,2010.79,-271.229401980821,11.647920770435,2010,10,14,2010-10-14,2010.7841530054645
2010-11-13,2010.87,-250.974058682205,12.0769641119965,2010,11,13,2010-11-13,2010.8661202185792
2010-12-12,2010.95,-246.948753161638,12.9194881703683,2010,12,12,2010-12-12,2010.9453551912568
2011-02-13,2011.12,-237.599223855814,15.8802082722587,2011,2,13,2011-02-13,2011.120218579235
2011-03-12,2011.2,-222.58349882687,12.1043543696817,2011,3,12,2011-03-12,2011.1939890710382
2011-04-14,2011.29,-230.275664414918,11.483063990972,2011,4,14,2011-04-14,2011.2841530054645
2011-05-13,2011.37,-224.164073599712,11.1058110182198,2011,5,13,2011-05-13,2011.363387978142
2011-07-14,2011.54,-290.835304354004,12.5009821002719,2011,7,14,2011-07-14,2011.532786885246
2011-08-13,2011.62,-342.733102732566,11.5657831057463,2011,8,13,2011-08-13,2011.6147540983607
2011-09-12,2011.7,-351.421579576166,11.2485514519231,2011,9,12,2011-09-12,2011.6967213114754
2011-10-14,2011.79,-329.984123221357,11.3453661523964,2011,10,14,2011-10-14,2011.7841530054645
2011-11-13,2011.87,-325.207389946909,12.3507123228446,2011,11,13,2011-11-13,2011.8661202185792
2011-12-12,2011.95,-326.654334127538,11.9857667212806,2011,12,12,2011-12-12,2011.9453551912568
2012-01-14,2012.04,-323.041955164934,10.3591141305217,2012,1,14,2012-01-14,2012.0382513661202
2012-02-13,2012.12,-310.636611775543,10.1697184686489,2012,2,13,2012-02-13,2012.120218579235
2012-03-12,2012.2,-317.78274491211,9.92779098680208,2012,3,12,2012-03-12,2012.1967213114754
2012-04-14,2012.29,-310.357195427287,10.8655272357483,2012,4,14,2012-04-14,2012.2868852459017
2012-06-12,2012.45,-307.499789669025,10.5377734917266,2012,6,12,2012-06-12,2012.448087431694
2012-07-14,2012.54,-364.779385841436,10.1626775678155,2012,7,14,2012-07-14,2012.535519125683
2012-08-13,2012.62,-406.072316124572,9.39628500867074,2012,8,13,2012-08-13,2012.6174863387978
2012-09-12,2012.7,-400.723423921707,10.638361881795,2012,9,12,2012-09-12,2012.6994535519125
2012-11-13,2012.87,-376.780978591147,11.089506956934,2012,11,13,2012-11-13,2012.8688524590164
2012-12-12,2012.95,-382.794261966298,10.0682106024637,2012,12,12,2012-12-12,2012.948087431694
2013-01-14,2013.04,-385.640317616927,9.79029409610955,2013,1,14,2013-01-14,2013.0382513661202
2013-02-13,2013.12,-378.84688563387,10.2718597908412,2013,2,13,2013-02-13,2013.120218579235
2013-04-14,2013.29,-376.008323617498,11.9317886021912,2013,4,14,2013-04-14,2013.2841530054645
2013-05-13,2013.37,-364.603591949162,9.9944855897199,2013,5,13,2013-05-13,2013.363387978142
2013-06-12,2013.45,-357.292673884204,10.3407659576072,2013,6,12,2013-06-12,2013.4453551912568
2013-07-14,2013.54,-361.550727521572,10.0315143958255,2013,7,14,2013-07-14,2013.532786885246
2013-10-14,2013.79,-369.144885641341,10.4100456929716,2013,10,14,2013-10-14,2013.7841530054645
2013-11-13,2013.87,-358.691124352722,10.4398331817997,2013,11,13,2013-11-13,2013.8661202185792
2013-12-12,2013.95,-340.573752262134,10.5124427530769,2013,12,12,2013-12-12,2013.9453551912568
2014-01-14,2014.04,-326.287077820854,13.5094648456102,2014,1,14,2014-01-14,2014.0382513661202
2014-03-12,2014.2,-357.415085909323,9.22640303696448,2014,3,12,2014-03-12,2014.1939890710382
2014-04-14,2014.29,-352.672695872837,9.168150757055,2014,4,14,2014-04-14,2014.2841530054645
2014-05-13,2014.37,-337.638924867893,8.69235932139907,2014,5,13,2014-05-13,2014.363387978142
2014-06-12,2014.45,-345.642639888703,9.52158678517078,2014,6,12,2014-06-12,2014.4453551912568
2014-08-13,2014.62,-392.535568364675,8.23134707289891,2014,8,13,2014-08-13,2014.6147540983607
2014-09-12,2014.7,-404.634633738422,8.33913736237187,2014,9,12,2014-09-12,2014.6967213114754
2014-10-14,2014.79,-397.573982206297,7.94483746851303,2014,10,14,2014-10-14,2014.7841530054645
2014-11-13,2014.87,-368.383423701631,7.92272894838698,2014,11,13,2014-11-13,2014.8661202185792
2015-01-14,2015.04,-380.218187967962,12.34666318743,2015,1,14,2015-01-14,2015.0382513661202
2015-02-13,2015.12,-371.783410476003,16.5199094864532,2015,2,13,2015-02-13,2015.120218579235
2015-03-12,2015.2,-361.990291331149,7.90277536482175,2015,3,12,2015-03-12,2015.1939890710382
2015-04-14,2015.29,-373.325758812053,7.83586511206647,2015,4,14,2015-04-14,2015.2841530054645
2015-04-25,2015.32,-382.337295421696,7.73013711626054,2015,4,25,2015-04-25,2015.3142076502731
2015-07-14,2015.54,-436.42228487938,8.62212767099401,2015,7,14,2015-07-14,2015.532786885246
2015-08-13,2015.62,-459.381375623218,7.1340445825373,2015,8,13,2015-08-13,2015.6147540983607
2015-09-12,2015.7,-443.938745036848,7.49740383506468,2015,9,12,2015-09-12,2015.6967213114754
2015-12-12,2015.95,-433.179860315667,9.1998295348155,2015,12,12,2015-12-12,2015.9453551912568
2016-01-14,2016.04,-412.736491843504,7.85450687445079,2016,1,14,2016-01-14,2016.0382513661202
2016-02-13,2016.12,-410.166578851818,7.61798534749519,2016,2,13,2016-02-13,2016.120218579235
2016-03-12,2016.2,-417.040758524234,7.75021724364783,2016,3,12,2016-03-12,2016.1967213114754
2016-05-13,2016.37,-404.334269309642,7.99697806240784,2016,5,13,2016-05-13,2016.3661202185792
2016-06-12,2016.45,-408.404309176709,7.5633420338544,2016,6,12,2016-06-12,2016.448087431694
2016-07-14,2016.54,-450.142870225311,7.57133279586259,2016,7,14,2016-07-14,2016.535519125683
2016-08-13,2016.62,-401.085375554668,8.69140578210716,2016,8,13,2016-08-13,2016.6174863387978
2016-11-13,2016.87,-388.622038025224,10.8790985240193,2016,11,13,2016-11-13,2016.8688524590164
2016-12-12,2016.95,-403.667789932182,10.4428364162048,2016,12,12,2016-12-12,2016.948087431694
2017-01-14,2017.04,-393.959034371173,11.7218613186981,2017,1,14,2017-01-14,2017.0382513661202
2017-03-12,2017.2,-390.711373532401,12.2878684324265,2017,3,12,2017-03-12,2017.1939890710382
2017-04-14,2017.29,-416.630566121492,11.1962568286605,2017,4,14,2017-04-14,2017.2841530054645
2017-05-13,2017.37,-422.533263230366,8.40491639365258,2017,5,13,2017-05-13,2017.363387978142
2017-06-12,2017.45,-419.073665722433,13.6920108864987,2017,6,12,2017-06-12,2017.4453551912568
2018-06-12,2018.45,-405.39177851525,9.11315166799964,2018,6,12,2018-06-12,2018.4453551912568
2018-07-14,2018.54,-418.421234423028,9.89737144852541,2018,7,14,2018-07-14,2018.532786885246
2018-10-14,2018.79,-392.533392224327,12.1917512909086,2018,10,14,2018-10-14,2018.7841530054645
2018-11-13,2018.87,-389.667523617616,8.74775548176081,2018,11,13,2018-11-13,2018.8661202185792
2018-12-12,2018.95,-404.538865881089,8.10020234970364,2018,12,12,2018-12-12,2018.9453551912568
2019-01-14,2019.04,-405.315830261094,8.32129676266833,2019,1,14,2019-01-14,2019.0382513661202
2019-02-13,2019.12,-396.235575422517,10.5281859802024,2019,2,13,2019-02-13,2019.120218579235
2019-03-12,2019.2,-401.197873758236,8.60897956150566,2019,3,12,2019-03-12,2019.1939890710382
2019-04-14,2019.29,-398.268284784596,8.60033937826893,2019,4,14,2019-04-14,2019.2841530054645
2019-05-13,2019.37,-378.913963054917,8.16251176806297,2019,5,13,2019-05-13,2019.363387978142
2019-06-12,2019.45,-396.262014473423,8.19679209313184,2019,6,12,2019-06-12,2019.4453551912568
2019-07-14,2019.54,-427.280811225154,8.16377151987466,2019,7,14,2019-07-14,2019.532786885246
2019-08-13,2019.62,-467.7827391419,8.23506954303104,2019,8,13,2019-08-13,2019.6147540983607
2019-09-12,2019.7,-472.686209209248,8.74908889153924,2019,9,12,2019-09-12,2019.6967213114754
2019-10-14,2019.79,-452.280141745486,8.25539488578409,2019,10,14,2019-10-14,2019.7841530054645
2019-11-13,2019.87,-454.193055374098,9.77946189750243,2019,11,13,2019-11-13,2019.8661202185792
2019-12-12,2019.95,-439.715638662262,9.74937706485357,2019,12,12,2019-12-12,2019.9453551912568
2020-01-14,2020.04,-447.834207866628,10.6003739412241,2020,1,14,2020-01-14,2020.0382513661202
2020-02-13,2020.12,-420.914998536028,11.2394063306891,2020,2,13,2020-02-13,2020.120218579235
2020-03-12,2020.2,-441.503727375297,9.64849711432795,2020,3,12,2020-03-12,2020.1967213114754
2020-04-14,2020.29,-441.003919054451,9.67370230807738,2020,4,14,2020-04-14,2020.2868852459017
2020-05-13,2020.37,-430.74559856578,9.51967825768945,2020,5,13,2020-05-13,2020.3661202185792
2020-06-12,2020.45,-467.135122834697,9.69397273133078,2020,6,12,2020-06-12,2020.448087431694
2020-07-14,2020.54,-509.663616049504,9.69528101234477,2020,7,14,2020-07-14,2020.535519125683
2020-08-13,2020.62,-504.901511030016,9.70394773939302,2020,8,13,2020-08-13,2020.6174863387978
2020-09-12,2020.7,-504.2932038205,9.69026902176671,2020,9,12,2020-09-12,2020.6994535519125
2020-10-14,2020.79,-517.913377617747,9.52732165968457,2020,10,14,2020-10-14,2020.7868852459017
2020-11-13,2020.87,-509.645092873767,10.1859519628211,2020,11,13,2020-11-13,2020.8688524590164
2020-12-12,2020.95,-462.944469683153,9.97408153636279,2020,12,12,2020-12-12,2020.948087431694
2021-01-14,2021.04,-474.640240608583,9.84875995863818,2021,1,14,2021-01-14,2021.0382513661202
2021-02-13,2021.12,-490.239134810909,10.1219541454801,2021,2,13,2021-02-13,2021.120218579235
2021-03-12,2021.2,-505.702629754208,9.46942850982647,2021,3,12,2021-03-12,2021.1939890710382
2021-04-14,2021.29,-493.719359953119,9.32623814501553,2021,4,14,2021-04-14,2021.2841530054645
2021-05-13,2021.37,-491.502459034144,9.538474566786,2021,5,13,2021-05-13,2021.363387978142
2021-06-12,2021.45,-495.777822540333,9.95147347048979,2021,6,12,2021-06-12,2021.4453551912568
2021-07-14,2021.54,-496.835489768246,9.50260174202063,2021,7,14,2021-07-14,2021.532786885246
2021-08-13,2021.62,-522.02133960365,9.33878950394098,2021,8,13,2021-08-13,2021.6147540983607
2021-09-12,2021.7,-532.392340225611,9.39424943385782,2021,9,12,2021-09-12,2021.6967213114754
2021-10-14,2021.79,-496.052340225611,9.19843287515849,2021,10,14,2021-10-14,2021.7841530054645
